SRA,BioProject,Strain,Genotype,Experiment,Condition,Post_induction,Replicates,P_aas,P_tesA,P_rpaA,P_kaiBC,P_rpaA_D53E,P_OX_plasmid,P_Subjective_dawn,P_Subjective_dusk,P_N (mg/L),P_np_kaiBC,P_p0050_kaiBC,P_rel,P_relA,P_relA_E335Q,P_Light (umol photons m-2 s-1),P_sigF,P_rpoD2,P_rpoD6,P_rpoD5,P_pAM2991-xylEAB,P_pAM2991-galP,P_pilB::Tn5,P_BG-11,P_CM,P_Biofilm,Project_tag,SRA_study_id,Ref_condition,Experiment_type,Project_replicates,Single_paired,RNASeq_samples_n,Data_loc,Data_link,Paper,Culture,Growth_Phase,Media,CO2 (%),Light (uE*m-2*sec-1),Temp (°C),Agitation (rpm),OD,pH,Notes,Time_delta,Condition_pi,Passed_Min_Reads,Passed_Global_Corr,passed_replicate_corr,passed_timeseries_corr,Overall_pass
SRR14518531,PRJNA729175,Synechococcus elongatus PCC 7942 = FACHB-805,pAM2991-galP,RNA-seq,RLg_glucose,,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,1,0,1,0,0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,TRUE,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30,,,,Convert Light units to some standard,,RLg_glucose,TRUE,TRUE,TRUE,FALSE,TRUE
SRR14518532,PRJNA729175,Synechococcus elongatus PCC 7942 = FACHB-805,pAM2991-galP,RNA-seq,RLg_glucose,,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,1,0,1,0,0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,TRUE,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30,,,,Convert Light units to some standard,,RLg_glucose,TRUE,TRUE,TRUE,FALSE,TRUE
SRR14518533,PRJNA729175,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,RL_WT,,3,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,TRUE,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30,,,,Convert Light units to some standard,,RL_WT,TRUE,TRUE,TRUE,FALSE,TRUE
SRR14518534,PRJNA729175,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,RL_WT,,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,TRUE,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30,,,,Convert Light units to some standard,,RL_WT,TRUE,TRUE,TRUE,FALSE,TRUE
SRR14518535,PRJNA729175,Synechococcus elongatus PCC 7942 = FACHB-805,wt,RNA-seq,RL_WT,,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Mixotroph,SRP319593,RL_WT,Genetic_engineering,TRUE,S,9,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP319593&o=acc_s%3Aa,https://doi.org/10.1186/s12934-022-01760-1,,,BG-11M,,2000–3000 lx,30,,,,Convert Light units to some standard,,RL_WT,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538252,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Biofilm,4d,3,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,1,1,0,1,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,4 days 00:00:00,pilB::Tn5_BG11_Biofilm_4d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538253,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Biofilm,4d,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,1,1,0,1,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,4 days 00:00:00,pilB::Tn5_BG11_Biofilm_4d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538254,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Biofilm,4d,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,1,1,0,1,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,4 days 00:00:00,pilB::Tn5_BG11_Biofilm_4d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538255,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Supernatant,4d,3,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,1,1,0,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,4 days 00:00:00,pilB::Tn5_BG11_Supernatant_4d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538256,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Supernatant,4d,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,1,1,0,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,4 days 00:00:00,pilB::Tn5_BG11_Supernatant_4d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538257,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Supernatant,4d,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,1,1,0,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,4 days 00:00:00,pilB::Tn5_BG11_Supernatant_4d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538258,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,WT,RNA-seq,Wild_Type_BG11_Supernatant,4d,3,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,4 days 00:00:00,Wild_Type_BG11_Supernatant_4d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538259,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,WT,RNA-seq,Wild_Type_BG11_Supernatant,4d,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,4 days 00:00:00,Wild_Type_BG11_Supernatant_4d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538260,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,WT,RNA-seq,Wild_Type_BG11_Supernatant,4d,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,4 days 00:00:00,Wild_Type_BG11_Supernatant_4d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538261,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_CM_Supernatant,1d,3,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,1,0,1,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,1 days 00:00:00,pilB::Tn5_CM_Supernatant_1d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538262,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_CM_Supernatant,1d,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,1,0,1,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,1 days 00:00:00,pilB::Tn5_CM_Supernatant_1d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538263,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_CM_Supernatant,1d,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,1,0,1,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,1 days 00:00:00,pilB::Tn5_CM_Supernatant_1d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538264,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Supernatant,1d,3,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,1,1,0,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,1 days 00:00:00,pilB::Tn5_BG11_Supernatant_1d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538265,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Supernatant,1d,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,1,1,0,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,1 days 00:00:00,pilB::Tn5_BG11_Supernatant_1d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538266,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,pilB::Tn5,RNA-seq,pilB::Tn5_BG11_Supernatant,1d,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,1,1,0,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,1 days 00:00:00,pilB::Tn5_BG11_Supernatant_1d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538267,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,WT,RNA-seq,Wild_Type_CM_Supernatant,1d,3,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,0,1,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,1 days 00:00:00,Wild_Type_CM_Supernatant_1d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538268,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,WT,RNA-seq,Wild_Type_CM_Supernatant,1d,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,0,1,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,1 days 00:00:00,Wild_Type_CM_Supernatant_1d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538269,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,WT,RNA-seq,Wild_Type_CM_Supernatant,1d,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,0,1,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,1 days 00:00:00,Wild_Type_CM_Supernatant_1d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538270,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,WT,RNA-seq,Wild_Type_BG11_Supernatant,1d,3,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,1 days 00:00:00,Wild_Type_BG11_Supernatant_1d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538271,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,WT,RNA-seq,Wild_Type_BG11_Supernatant,1d,2,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,1 days 00:00:00,Wild_Type_BG11_Supernatant_1d,TRUE,TRUE,TRUE,FALSE,TRUE
SRR19538272,PRJNA845529,Synechococcus elongatus PCC 7942 = FACHB-805,WT,RNA-seq,Wild_Type_BG11_Supernatant,1d,1,1,0,1,1,0,0,1,0,0.16,1,0,1,0,0,50,1,1,1,1,0,0,0,1,0,0,Biofilm,SRP378421,Wild_Type_BG11_Supernatant_1d,Genetic_characterization,TRUE,S,21,NCBI,https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRP378421&o=acc_s%3Aa,https://doi.org/10.3389/fmicb.2022.899150,Batch,,BG-11M,,125,30,125,,,,1 days 00:00:00,Wild_Type_BG11_Supernatant_1d,TRUE,TRUE,TRUE,FALSE,TRUE
