,gene_weight,product_accession,locus_tag_old,GeneID,start,end,strand,COG,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs,P2TF_description,DeepTF_prediction,ENTRAF_hmm_name,iTAK_Detail,module
H6G84_RS07270,0.1607944523021459,WP_011377446.1,Synpcc7942_0110,,458518.0,459075.0,-,K,-,-,-,-,-,-,-,-,-,-,-,"GrpE,HTH_26","Transcription factor, Xre family contains 1 HTH_XRE",1.0,,,38
H6G84_RS07275,0.1927551749522921,WP_011377445.1,Synpcc7942_0109,,459082.0,459588.0,-,P,"GO:0003674,GO:0003824,GO:0005488,GO:0005506,GO:0005575,GO:0005623,GO:0006873,GO:0006875,GO:0006879,GO:0006950,GO:0008150,GO:0008152,GO:0008199,GO:0009987,GO:0016491,GO:0016722,GO:0019725,GO:0030003,GO:0042592,GO:0043167,GO:0043169,GO:0046872,GO:0046914,GO:0046916,GO:0048878,GO:0050801,GO:0050896,GO:0055065,GO:0055072,GO:0055076,GO:0055080,GO:0055082,GO:0055114,GO:0065007,GO:0065008,GO:0098771",-,ko:K04047,-,-,-,-,"ko00000,ko03036",-,-,-,Ferritin,,0.0,,,38
H6G84_RS07280,0.3216052904138975,WP_011243708.1,Synpcc7942_0108,,459649.0,459909.0,-,S,-,-,-,-,-,-,-,-,-,-,-,ParBc,,0.0,,,38
H6G84_RS13335,0.2300074010150004,WP_011377651.1,Synpcc7942_0623,trxB,40326.0,41705.0,+,C,-,1.8.1.9,ko:K00384,"ko00450,map00450",-,"R02016,R03596,R09372","RC00013,RC02518,RC02873","ko00000,ko00001,ko01000",-,-,-,"Pyr_redox_2,Thioredoxin",,0.0,,,38
H6G84_RS13670,0.6300939041120466,WP_231621408.1,Synpcc7942_B2641,,30035.0,30142.0,+,S,,,,,,,,,,,,,,0.0,,,39
H6G84_RS00110,0.1138400916508936,WP_011243866.1,Synpcc7942_2554,,21628.0,22086.0,+,C,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,40
H6G84_RS00115,0.1141826698668934,WP_199290553.1,Synpcc7942_2553,hypA,22053.0,22412.0,+,J,"GO:0003674,GO:0005488,GO:0006807,GO:0008150,GO:0008152,GO:0010467,GO:0016151,GO:0019538,GO:0043167,GO:0043169,GO:0043170,GO:0044238,GO:0046872,GO:0046914,GO:0051604,GO:0071704,GO:1901564",-,ko:K04651,-,-,-,-,"ko00000,ko03110",-,-,-,HypA,,0.0,,,40
H6G84_RS00120,0.121638381092873,WP_011243868.1,Synpcc7942_2552,hypB,22413.0,23141.0,+,O,"GO:0000166,GO:0001882,GO:0001883,GO:0003674,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0006807,GO:0008150,GO:0008152,GO:0010467,GO:0016151,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0019538,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0035639,GO:0036094,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0044238,GO:0046872,GO:0046914,GO:0051604,GO:0071704,GO:0097159,GO:0097367,GO:1901265,GO:1901363,GO:1901564",-,ko:K04652,-,-,-,-,"ko00000,ko03110",-,-,-,cobW,,0.0,,,40
H6G84_RS00605,0.0779283024002033,WP_011378473.1,Synpcc7942_2458,,116917.0,119091.0,-,S,-,-,ko:K02238,-,M00429,-,-,"ko00000,ko00002,ko02044","3.A.11.1,3.A.11.2",-,-,"Competence,DUF4131",,0.0,,,40
H6G84_RS02385,0.1592569563678202,WP_011244287.1,Synpcc7942_2115,,458147.0,459001.0,+,K,-,2.3.1.128,ko:K03789,-,-,-,-,"ko00000,ko01000,ko03009",-,-,-,"Acetyltransf_1,Acetyltransf_10",,0.0,,,40
H6G84_RS04070,0.1596228960435312,WP_039755650.1,Synpcc7942_1784,,801964.0,802713.0,-,K,-,-,ko:K03090,-,-,-,-,"ko00000,ko03021",-,-,-,"Sigma70_r2,Sigma70_r3,Sigma70_r4_2","Sigma factor, RpoD family contains 1 Sigma70_r2,1 Sigma70_r3,1 Sigma70_r4",1.0,,,40
H6G84_RS04885,0.1210123243765663,WP_011377629.1,Synpcc7942_0573,,12932.0,13168.0,+,S,,,,,,,,,,,,,,0.0,,,40
H6G84_RS05265,0.1919922426138278,WP_011377602.1,Synpcc7942_0499,,80095.0,81090.0,+,Q,-,-,-,-,-,-,-,-,-,-,-,"Dimerisation2,Methyltransf_2",,0.0,,,40
H6G84_RS05925,0.0765936796029048,WP_011243455.1,Synpcc7942_0370,,203398.0,204702.0,-,E,-,2.5.1.49,ko:K01740,"ko00270,ko01100,map00270,map01100",-,"R01287,R04859","RC00020,RC02821,RC02848","ko00000,ko00001,ko01000",-,-,-,Cys_Met_Meta_PP,,0.0,,,40
H6G84_RS06230,0.1681824294480089,WP_011377531.1,Synpcc7942_0312,,256757.0,257185.0,+,L,"GO:0003674,GO:0003676,GO:0003824,GO:0004518,GO:0005488,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:0097159,GO:1901360,GO:1901363",-,ko:K07460,-,-,-,-,ko00000,-,-,-,UPF0102,,0.0,,,40
H6G84_RS07320,0.112819828018949,WP_011377439.1,Synpcc7942_0100,,467383.0,467937.0,+,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,40
H6G84_RS07400,0.0796780140464557,WP_011243730.1,Synpcc7942_0086,glgX,483510.0,485594.0,+,G,-,3.2.1.68,ko:K01214,"ko00500,ko01100,ko01110,map00500,map01100,map01110",M00565,"R09995,R11261",-,"ko00000,ko00001,ko00002,ko01000",-,"CBM48,GH13",-,"Alpha-amylase,CBM_48",,0.0,,,40
H6G84_RS07485,0.1889051274014982,WP_011377428.1,Synpcc7942_0069,,499090.0,499386.0,-,S,,,,,,,,,,,,,,0.0,,,40
H6G84_RS08475,0.0901818125472519,WP_011242566.1,Synpcc7942_1301,,104588.0,106009.0,-,L,"GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003678,GO:0003824,GO:0004003,GO:0004386,GO:0005488,GO:0005524,GO:0005575,GO:0005622,GO:0005623,GO:0005694,GO:0005737,GO:0006139,GO:0006259,GO:0006281,GO:0006310,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0006996,GO:0008026,GO:0008094,GO:0008144,GO:0008150,GO:0008152,GO:0009378,GO:0009987,GO:0016043,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017076,GO:0017111,GO:0030554,GO:0032392,GO:0032508,GO:0032553,GO:0032555,GO:0032559,GO:0033554,GO:0034641,GO:0035639,GO:0036094,GO:0042623,GO:0043138,GO:0043140,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0050896,GO:0051276,GO:0051716,GO:0070035,GO:0071103,GO:0071704,GO:0071840,GO:0090304,GO:0097159,GO:0097367,GO:0140097,GO:1901265,GO:1901360,GO:1901363",3.6.4.12,ko:K03654,"ko03018,map03018",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"DEAD,Helicase_C,RecQ_Zn_bind",,0.0,,,40
H6G84_RS08850,0.1489591701300449,WP_011242637.1,Synpcc7942_1227,radC,185402.0,186136.0,+,E,"GO:0003674,GO:0003676,GO:0003677,GO:0003824,GO:0005488,GO:0006139,GO:0006259,GO:0006281,GO:0006508,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0008233,GO:0008237,GO:0009987,GO:0016787,GO:0019538,GO:0033554,GO:0034641,GO:0043167,GO:0043169,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0046872,GO:0050896,GO:0051716,GO:0070011,GO:0071704,GO:0090304,GO:0097159,GO:0140096,GO:1901360,GO:1901363,GO:1901564",-,ko:K03630,-,-,-,-,ko00000,-,-,-,"HHH,RadC",,0.0,,,40
H6G84_RS09825,0.1350988455641627,WP_011242819.1,Synpcc7942_1040,,379450.0,380007.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,40
H6G84_RS10870,0.0816291148752958,WP_011378035.1,Synpcc7942_1446,,64950.0,65369.0,-,S,,,,,,,,,,,,,,0.0,,,40
H6G84_RS11860,0.1387009846234704,WP_011378119.1,Synpcc7942_1636,,269633.0,270040.0,-,H,"GO:0003674,GO:0003824,GO:0006066,GO:0006725,GO:0006729,GO:0006732,GO:0006807,GO:0008124,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009987,GO:0016829,GO:0016835,GO:0016836,GO:0017144,GO:0018130,GO:0019438,GO:0019751,GO:0034311,GO:0034312,GO:0034641,GO:0042558,GO:0042559,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046146,GO:0046165,GO:0046173,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901615,GO:1901617",4.2.1.96,ko:K01724,"ko00790,map00790",-,R04734,RC01208,"ko00000,ko00001,ko01000,ko04147",-,-,-,Pterin_4a,,0.0,,,40
H6G84_RS12500,0.0834532334287534,WP_234910039.1,Synpcc7942_0770,,140205.0,141695.0,-,F,-,3.1.3.5,ko:K01081,"ko00230,ko00240,ko00760,ko01100,ko01110,map00230,map00240,map00760,map01100,map01110",-,"R00183,R00511,R00963,R01126,R01227,R01569,R01664,R01968,R02088,R02102,R02323,R02719,R03346",RC00017,"ko00000,ko00001,ko01000",-,-,-,"5_nucleotid_C,EF-hand_5,Metallophos",,0.0,,,40
H6G84_RS12505,0.092805044036487,WP_011377718.1,Synpcc7942_0769,,141720.0,142622.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,40
H6G84_RS12890,0.0959246249834639,WP_011243137.1,Synpcc7942_0705,,207278.0,207913.0,-,E,-,-,-,-,-,-,-,-,-,-,-,"Acetyltransf_1,Transglut_core",,0.0,,,40
H6G84_RS12895,0.1499600095352267,WP_011243138.1,Synpcc7942_0704,,207900.0,208535.0,-,S,-,-,ko:K18234,-,-,-,-,"ko00000,ko01000,ko01504",-,-,-,Hexapep,,0.0,,,40
H6G84_RS12900,0.2048144175814661,WP_011377689.1,Synpcc7942_0703,dprA,208568.0,209776.0,-,L,"GO:0008150,GO:0009292,GO:0009294,GO:0009987,GO:0044764,GO:0051704",-,ko:K04096,-,-,-,-,ko00000,-,-,-,"DNA_processg_A,HHH_5","Transcription factor, TrmB family contains 1 TrmB",0.0,,,40
H6G84_RS13610,0.1219893727973299,WP_011377392.1,Synpcc7942_B2632,,17359.0,17910.0,-,S,,,,,,,,,,,,,,0.0,,,40
H6G84_RS09340,0.389822277614156,WP_126148198.1,,,277713.0,277991.0,+,V,-,-,ko:K06147,-,-,-,-,"ko00000,ko02000","3.A.1.106,3.A.1.109,3.A.1.21",-,-,"ABC_membrane,ABC_tran,Peptidase_C39",,,,,41
H6G84_RS09345,0.4205303982515891,WP_126148199.1,,,278036.0,278326.0,+,S,,,,,,,,,,,,,,,,,41
H6G84_RS09350,0.3891370458049321,WP_155813861.1,,,278404.0,278679.0,+,S,,,,,,,,,,,,,,,,,41
H6G84_RS09355,0.3574951662041672,WP_126148201.1,Synpcc7942_1134,,278827.0,279075.0,+,S,,,,,,,,,,,,,,0.0,,,41
H6G84_RS00250,-0.109900529433419,WP_011378507.1,Synpcc7942_2529,,44238.0,44522.0,+,S,,,,,,,,,,,,,,0.0,,,42
H6G84_RS02430,0.1267846905833719,WP_011378317.1,Synpcc7942_2107,,466821.0,468410.0,+,P,-,-,ko:K15576,"ko00910,ko02010,map00910,map02010",M00438,-,-,"ko00000,ko00001,ko00002,ko02000","3.A.1.16.1,3.A.1.16.2",-,-,NMT1_2,,0.0,,,42
H6G84_RS04005,0.1562409242454935,WP_011378194.1,Synpcc7942_1797,,787899.0,788402.0,-,L,-,-,ko:K04763,-,-,-,-,"ko00000,ko03036",-,-,-,"Phage_int_SAM_1,Phage_int_SAM_4,Phage_integrase",,0.0,,,42
H6G84_RS04170,0.1146949453477371,WP_126147814.1,Synpcc7942_1764,,823045.0,823347.0,-,P,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,42
H6G84_RS04430,0.1614819100141254,WP_011378153.1,Synpcc7942_1713,,873056.0,873958.0,-,I,-,-,-,-,-,-,-,-,-,-,-,FA_desaturase,,0.0,,,42
H6G84_RS04460,0.1414105817877745,WP_234909957.1,Synpcc7942_1707,,879211.0,879612.0,-,L,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,42
H6G84_RS05950,0.1308696681995727,WP_155813899.1,,,211029.0,211166.0,+,S,,,,,,,,,,,,,,,,,42
H6G84_RS05955,0.1502972204149439,WP_231621356.1,Synpcc7942_0365,,211160.0,211735.0,-,T,-,-,-,-,-,-,-,-,-,-,-,Response_reg,,0.0,,,42
H6G84_RS06075,0.0976864424983511,WP_011377541.1,Synpcc7942_0342,,231875.0,232102.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,42
H6G84_RS06960,0.1077043203958804,WP_011243650.1,Synpcc7942_0169,,398118.0,400289.0,-,S,-,6.3.1.2,ko:K01915,"ko00220,ko00250,ko00630,ko00910,ko01100,ko01120,ko01230,ko02020,ko04217,ko04724,ko04727,map00220,map00250,map00630,map00910,map01100,map01120,map01230,map02020,map04217,map04724,map04727",-,R00253,"RC00010,RC02798","ko00000,ko00001,ko01000,ko04147",-,-,-,"GSIII_N,Gln-synt_C",,0.0,,,42
H6G84_RS07175,0.1240181873078014,WP_011243689.1,Synpcc7942_0127,ntcA,441407.0,442075.0,-,K,"GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0006139,GO:0006351,GO:0006355,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009889,GO:0009987,GO:0010467,GO:0010468,GO:0010556,GO:0016070,GO:0018130,GO:0019219,GO:0019222,GO:0019438,GO:0031323,GO:0031326,GO:0032774,GO:0032991,GO:0032993,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0043565,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044464,GO:0046483,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0071704,GO:0080090,GO:0090304,GO:0097159,GO:0097659,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1903506,GO:2000112,GO:2001141",-,ko:K21561,-,-,-,-,"ko00000,ko03000",-,-,-,"HTH_Crp_2,cNMP_binding","Transcription factor, Crp family contains 1 cNMP_binding,1 HTH_CRP",1.0,HTH_Crp_2,,42
H6G84_RS08780,0.105302561472912,WP_011242623.1,Synpcc7942_1241,,168592.0,169641.0,-,C,-,-,-,-,-,-,-,-,-,-,-,HEAT_2,,0.0,,,42
H6G84_RS08785,0.2108370845217596,WP_011242624.1,Synpcc7942_1240,,169928.0,171466.0,+,C,"GO:0003674,GO:0003824,GO:0005488,GO:0006082,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016661,GO:0016664,GO:0020037,GO:0042126,GO:0042128,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044281,GO:0046872,GO:0046906,GO:0048037,GO:0048307,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0071704,GO:0071941,GO:0097159,GO:0098809,GO:1901363,GO:2001057",1.7.7.1,ko:K00366,"ko00910,ko01120,map00910,map01120",M00531,R00790,RC00176,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Fer2,NIR_SIR,NIR_SIR_ferr",,0.0,,,42
H6G84_RS09830,0.2077969921015507,WP_011242820.1,Synpcc7942_1039,,380376.0,380852.0,+,S,-,-,ko:K09958,-,-,-,-,ko00000,-,-,-,DUF1348,,0.0,,,42
H6G84_RS09845,0.2525443753439029,WP_011377839.1,Synpcc7942_1036,,383472.0,383975.0,-,S,,,,,,,,,,,,,,0.0,,,42
H6G84_RS09860,0.0994431219002486,WP_011242826.1,Synpcc7942_1033,,385781.0,386737.0,-,S,-,-,-,-,-,-,-,-,-,-,-,Alpha-E,,0.0,,,42
H6G84_RS09865,0.2003215809167728,WP_199290659.1,Synpcc7942_1032,,386757.0,388175.0,-,S,-,-,-,-,-,-,-,-,-,-,-,CP_ATPgrasp_2,,0.0,,,42
H6G84_RS10355,0.1214569698608156,WP_011377796.1,Synpcc7942_0934,,492673.0,493734.0,-,E,-,2.4.2.18,ko:K00766,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00023,R01073,RC00440,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Glycos_trans_3N,Glycos_transf_3",,0.0,,,42
H6G84_RS11880,0.1941837997301037,WP_011242961.1,Synpcc7942_0891,,1813.0,2112.0,-,S,-,-,-,-,-,-,-,-,-,-,-,DUF1830,,0.0,,,42
H6G84_RS12145,0.2581635538099849,WP_011377758.1,Synpcc7942_0840,,68375.0,68857.0,+,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,42
H6G84_RS12150,0.2034765920655853,WP_011243013.1,Synpcc7942_0839,,68894.0,69898.0,+,S,-,"3.5.5.1,3.5.5.7","ko:K01501,ko:K01502","ko00380,ko00460,ko00627,ko00643,ko00910,ko01120,map00380,map00460,map00627,map00643,map00910,map01120",-,"R00540,R01887,R03093,R03542,R05358,R05591,R07855","RC00315,RC00325,RC00617,RC00959,RC01336,RC02811","ko00000,ko00001,ko01000",-,-,-,CN_hydrolase,,0.0,,,42
H6G84_RS00595,0.0958533307781572,WP_011243955.1,Synpcc7942_2459,,115565.0,116653.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,"Transcription factor, Unclassified contains 1 HTH_11",1.0,HTH_11,,43
H6G84_RS00940,0.1270804857222297,WP_011378443.1,Synpcc7942_2392,,187770.0,189230.0,-,S,-,-,-,-,-,-,-,-,-,-,-,"AAA_15,AAA_23",,0.0,,,43
H6G84_RS02260,0.105365921540402,WP_011378335.1,Synpcc7942_2138,,432316.0,433341.0,-,N,,,,,,,,,,,,,,1.0,,,43
H6G84_RS02265,0.1166962639596827,WP_039755600.1,,,433981.0,434550.0,-,S,,,,,,,,,,,,,,,,,43
H6G84_RS03620,0.0775629543455364,WP_011244532.1,Synpcc7942_1872,,709876.0,711324.0,-,T,-,-,-,-,-,-,-,-,-,-,-,"HAMP,HATPase_c,HisKA",,0.0,,,43
H6G84_RS04720,0.0954460249713536,WP_011378129.1,Synpcc7942_1655,,929446.0,930015.0,+,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,43
H6G84_RS05100,0.1203414742557049,WP_011243301.1,Synpcc7942_0532,,51698.0,52051.0,+,S,-,-,-,-,-,-,-,-,-,-,-,Mut7-C,,0.0,,,43
H6G84_RS05570,0.112646780692767,WP_011377580.1,Synpcc7942_0438,,139970.0,140476.0,-,S,,,,,,,,,,,,,,0.0,,,43
H6G84_RS13875,0.0894317755927973,WP_231621353.1,,,141166.0,141255.0,-,S,,,,,,,,,,,,,,,,,43
H6G84_RS05720,0.0866967292437313,WP_011243418.1,Synpcc7942_0410,,166443.0,166715.0,+,S,-,-,-,-,-,-,-,-,-,-,-,BrnT_toxin,,0.0,,,43
H6G84_RS06015,0.0882797713329687,WP_155813902.1,,,221693.0,221929.0,-,S,,,,,,,,,,,,,,,,,43
H6G84_RS06425,0.1264839392360853,WP_011243551.1,Synpcc7942_0274,,298798.0,299136.0,-,S,-,-,ko:K07075,-,-,-,-,ko00000,-,-,-,NTP_transf_2,,0.0,,,43
H6G84_RS06900,0.1416858383461271,WP_011243641.1,Synpcc7942_0181,,388673.0,390046.0,+,V,-,-,-,-,-,-,-,-,-,-,-,"AAA_15,AAA_21",,0.0,,,43
H6G84_RS06905,0.172378185137309,WP_199290704.1,Synpcc7942_0180,,390088.0,390915.0,+,S,-,-,-,-,-,-,-,-,-,-,-,DUF4435,,0.0,,,43
H6G84_RS07235,0.1002134350982351,WP_011243699.1,Synpcc7942_0117,,451743.0,453074.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,43
H6G84_RS07550,0.1210475516438787,WP_162010026.1,Synpcc7942_0055,,510742.0,511242.0,+,J,-,-,-,-,-,-,-,-,-,-,-,"Acetyltransf_1,Acetyltransf_3,Acetyltransf_4",,0.0,,,43
H6G84_RS07560,0.148676545521792,WP_011243758.1,Synpcc7942_0053,,512113.0,513261.0,+,O,-,-,-,-,-,-,-,-,-,-,-,Glycos_transf_2,,0.0,,,43
H6G84_RS07565,0.1128217437960672,WP_011243759.1,Synpcc7942_0052,,513435.0,513953.0,+,S,-,-,-,-,-,-,-,-,-,-,-,Methyltransf_11,,0.0,,,43
H6G84_RS07570,0.1125197246637366,WP_011377420.1,Synpcc7942_0051,,513958.0,515859.0,+,O,-,-,-,-,-,-,-,-,-,-,-,"Glyco_transf_41,TPR_11",,0.0,,,43
H6G84_RS07655,0.1542573664121719,WP_039755513.1,Synpcc7942_0034,,534176.0,534505.0,-,S,,,,,,,,,,,,,,0.0,,,43
H6G84_RS07660,0.2043938583141738,WP_011243774.1,Synpcc7942_0033,,534959.0,535291.0,+,S,-,-,ko:K07075,-,-,-,-,ko00000,-,-,-,NTP_transf_2,,0.0,,,43
H6G84_RS08950,0.0856378767337298,WP_011242655.1,Synpcc7942_1209,,199499.0,199759.0,+,S,-,-,-,-,-,-,-,-,-,-,-,DUF2442,,0.0,,,43
H6G84_RS09175,0.1069359922154101,WP_011377892.1,Synpcc7942_1164,,235888.0,237312.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,43
H6G84_RS11000,0.1401477841768292,WP_011378046.1,Synpcc7942_1472,,88283.0,88669.0,-,P,-,-,ko:K05569,-,-,-,-,"ko00000,ko02000","2.A.63.1,2.A.63.2",-,-,MNHE,,0.0,,,43
H6G84_RS11345,0.093898305545104,WP_011242314.1,Synpcc7942_1541,fldA,163683.0,164195.0,-,C,"GO:0000166,GO:0003674,GO:0003824,GO:0005488,GO:0006091,GO:0008150,GO:0008152,GO:0009055,GO:0009987,GO:0010181,GO:0016491,GO:0022900,GO:0032553,GO:0036094,GO:0043167,GO:0043168,GO:0044237,GO:0048037,GO:0050662,GO:0055114,GO:0097159,GO:0097367,GO:1901265,GO:1901363",-,ko:K03839,-,-,-,-,ko00000,-,-,-,Flavodoxin_1,,0.0,,,43
H6G84_RS11445,0.079771836840923,WP_126147952.1,,,182301.0,182603.0,+,S,-,-,-,-,-,-,-,-,-,-,-,T5orf172,,,,,43
H6G84_RS11975,0.104646471895569,WP_011242979.1,Synpcc7942_0873,,29652.0,30740.0,+,S,-,-,-,-,-,-,-,-,-,-,-,DUF4062,,0.0,,,43
H6G84_RS11985,0.0793178271423724,WP_011377771.1,Synpcc7942_0871,,31518.0,31742.0,+,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,43
H6G84_RS12570,0.1127991511059012,WP_011243086.1,Synpcc7942_0761,,148341.0,149069.0,+,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,43
H6G84_RS12575,0.2392389301505523,WP_234910045.1,Synpcc7942_0760,,149295.0,149789.0,-,S,,,,,,,,,,,,,,0.0,,,43
H6G84_RS12580,0.1689004094759129,WP_011377711.1,Synpcc7942_0759,,149895.0,151274.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,43
H6G84_RS12585,0.1026127424811162,WP_011377710.1,Synpcc7942_0758,,151467.0,151889.0,-,S,-,-,-,-,-,-,-,-,-,-,-,DUF488,,0.0,,,43
H6G84_RS12590,0.1462563877900997,WP_049749325.1,Synpcc7942_0757,,151891.0,152706.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,43
H6G84_RS13605,0.1156076914846011,WP_199290798.1,Synpcc7942_B2655,,16425.0,17231.0,-,T,-,-,-,-,-,-,-,-,-,-,-,DUF4062,,0.0,,,43
H6G84_RS13620,0.1554519440083694,WP_011055120.1,Synpcc7942_B2656,,21730.0,22644.0,-,S,-,-,-,-,-,-,-,-,-,-,-,-,,0.0,,,43
H6G84_RS01200,0.1238517921360333,WP_011378415.1,Synpcc7942_2342,,244298.0,244798.0,+,S,"GO:0005575,GO:0005622,GO:0005623,GO:0008150,GO:0008152,GO:0009521,GO:0009522,GO:0009538,GO:0009579,GO:0009987,GO:0015979,GO:0016020,GO:0016021,GO:0031224,GO:0032991,GO:0034357,GO:0042651,GO:0044237,GO:0044424,GO:0044425,GO:0044436,GO:0044464,GO:0098796",-,ko:K02699,"ko00195,ko01100,map00195,map01100",-,-,-,"ko00000,ko00001,ko00194",-,-,-,PsaL,,0.0,,,44
H6G84_RS02720,0.150488663863308,WP_011244354.1,Synpcc7942_2049,psaA,529239.0,531530.0,+,C,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009521,GO:0009522,GO:0009579,GO:0009987,GO:0015979,GO:0016020,GO:0016021,GO:0016168,GO:0016491,GO:0018298,GO:0019538,GO:0030075,GO:0030094,GO:0031224,GO:0032991,GO:0034357,GO:0036211,GO:0042651,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044464,GO:0046872,GO:0046906,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0071704,GO:0071944,GO:0097159,GO:0098796,GO:0098797,GO:1901363,GO:1901564",-,ko:K02689,"ko00195,ko01100,map00195,map01100",M00163,-,-,"ko00000,ko00001,ko00002,ko00194",-,-,-,PsaA_PsaB,,0.0,,,44
H6G84_RS02725,0.1663634266952892,WP_011244355.1,Synpcc7942_2048,psaB,531550.0,533754.0,+,C,"GO:0003674,GO:0003824,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006464,GO:0006807,GO:0008150,GO:0008152,GO:0009279,GO:0009521,GO:0009522,GO:0009579,GO:0009987,GO:0015979,GO:0016020,GO:0016021,GO:0016168,GO:0016491,GO:0018298,GO:0019538,GO:0019867,GO:0030075,GO:0030094,GO:0030312,GO:0030313,GO:0031224,GO:0031975,GO:0032991,GO:0034357,GO:0036211,GO:0042651,GO:0043167,GO:0043168,GO:0043169,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044422,GO:0044424,GO:0044425,GO:0044436,GO:0044444,GO:0044459,GO:0044462,GO:0044464,GO:0046872,GO:0046906,GO:0048037,GO:0051536,GO:0051539,GO:0051540,GO:0055114,GO:0071704,GO:0071944,GO:0097159,GO:0098796,GO:0098797,GO:1901363,GO:1901564",-,ko:K02690,"ko00195,ko01100,map00195,map01100",M00163,-,-,"ko00000,ko00001,ko00002,ko00194",-,-,-,PsaA_PsaB,,0.0,,,44
